,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,URL,Years of Service,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Teams,AllStars,MVPs
2921,Steve Malovic,1980,1980,F,6-10,230.0,"July 21, 1956","University of Southern California, San Diego State University",/players/m/malovst01.html,0,39.0,0.0,11.4,0.8,1.7,0.463,0.0,0.0,0.0,0.8,1.7,0.463,0.463,0.5,0.7,0.667,0.9,1.3,2.2,0.7,0.2,0.2,0.6,1.3,2.1,3,0.0,0.0
2922,Mike Maloy,1971,1973,F,6-7,215.0,"May 10, 1949",Davidson College,/players/m/maloymi01.html,2,71.0,0.0,12.1,2.4,5.6,0.424,0.0,0.0,0.0,2.4,5.6,0.425,0.424,1.5,2.1,0.702,1.4,2.4,3.8,0.7,0.0,0.0,1.1,2.2,6.2,2,0.0,0.0
2923,Ted Manakas,1974,1974,G,6-2,180.0,"February 22, 1951",Princeton University,/players/m/manakte01.html,0,5.0,0.0,9.0,0.8,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,0.0,0.6,0.6,0.4,0.2,0.0,0.0,0.8,2.4,1,0.0,0.0
2924,John Mandic,1949,1950,F-C,6-4,205.0,"October 3, 1919",Oregon State University,/players/m/mandijo01.html,1,81.0,0.0,0.0,1.5,4.7,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.8,0.66,0.0,0.0,0.0,1.1,0.0,0.0,0.0,2.5,4.1,3,0.0,0.0
2925,Frank Mangiapane,1947,1947,G,5-10,195.0,"August 5, 1925",New York University,/players/m/mangifr01.html,0,6.0,0.0,0.0,0.3,2.2,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1,0.0,0.0
2926,Danny Manning,1989,2003,F-C,6-10,230.0,"May 17, 1966",University of Kansas,/players/m/mannida01.html,14,883.0,398.0,27.4,5.7,11.1,0.511,0.0,0.2,0.206,5.6,10.9,0.517,0.513,2.6,3.5,0.729,1.7,3.5,5.2,2.3,1.1,0.9,2.1,3.3,14.0,7,2.0,0.0
2927,Ed Manning,1968,1976,F,6-7,210.0,"January 2, 1944",Jackson State University,/players/m/mannied01.html,8,604.0,0.0,16.9,2.5,5.6,0.448,0.0,0.0,0.125,2.5,5.6,0.448,0.448,0.8,1.1,0.764,1.3,3.2,4.5,0.8,0.8,0.2,1.0,2.4,5.9,6,0.0,0.0
2928,Guy Manning,1968,1969,F,6-6,195.0,"February 4, 1944",Prairie View A&M University,/players/m/mannigu01.html,1,73.0,0.0,17.5,3.2,8.2,0.39,0.0,0.1,0.25,3.2,8.1,0.392,0.392,1.9,3.2,0.576,1.5,1.5,4.8,0.5,0.0,0.0,0.9,2.3,8.3,1,0.0,0.0
2929,Rich Manning,1996,1997,C,6-11,253.0,"June 23, 1970","Syracuse University, University of Washington",/players/m/manniri01.html,1,55.0,2.0,9.3,1.5,3.5,0.415,0.0,0.1,0.4,1.4,3.5,0.416,0.421,0.3,0.5,0.643,0.6,1.1,1.7,0.2,0.1,0.1,0.4,1.2,3.3,2,0.0,0.0
2930,Pace Mannion,1984,1989,G,6-7,190.0,"September 22, 1960",University of Utah,/players/m/mannipa01.html,5,216.0,4.0,9.8,1.2,2.9,0.413,0.1,0.4,0.203,1.1,2.5,0.443,0.425,0.6,0.9,0.663,0.4,0.8,1.2,1.1,0.5,0.1,0.6,1.1,3.1,6,0.0,0.0
2931,Nick Mantis,1960,1963,G,6-3,190.0,"December 7, 1935",Northwestern University,/players/m/mantini01.html,3,52.0,0.0,14.5,2.0,5.4,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.549,0.0,0.0,1.8,1.8,0.0,0.0,0.0,2.0,4.5,3,0.0,0.0
2932,Press Maravich,1947,1947,G,6-0,185.0,"August 20, 1920",Davis & Elkins College,/players/m/maravpr01.html,0,51.0,0.0,0.0,2.0,7.4,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.1,0.517,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.0,4.6,1,0.0,0.0
2933,Devyn Marble,2015,2016,G-F,6-6,200.0,"September 21, 1992",University of Iowa,/players/m/marblde01.html,1,44.0,7.0,10.4,0.8,2.6,0.304,0.3,1.2,0.222,0.5,1.4,0.377,0.357,0.3,0.9,0.375,0.3,1.3,1.6,0.7,0.5,0.1,0.4,0.9,2.2,1,0.0,0.0
2934,Roy Marble,1990,1994,G-F,6-6,190.0,"December 13, 1966",University of Iowa,/players/m/marblro01.html,4,29.0,0.0,6.7,0.6,2.4,0.257,0.0,0.1,0.0,0.6,2.3,0.265,0.257,0.7,1.1,0.594,0.6,0.5,1.1,0.4,0.2,0.1,0.6,0.6,1.9,2,0.0,0.0
2935,Stephon Marbury,1997,2009,G,6-2,180.0,"February 20, 1977",Georgia Institute of Technology,/players/m/marbust01.html,12,846.0,816.0,37.7,6.8,15.7,0.433,1.2,3.6,0.325,5.6,12.1,0.465,0.47,4.5,5.7,0.784,0.7,2.3,3.0,7.6,1.2,0.1,3.0,2.4,19.3,5,2.0,0.0
2936,Saul Mariaschin,1948,1948,G,5-11,165.0,"September 1, 1924",Harvard University,/players/m/mariasa01.html,0,43.0,0.0,0.0,2.9,10.8,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.7,0.709,0.0,0.0,0.0,1.4,0.0,0.0,0.0,2.8,7.7,1,0.0,0.0
2937,Jack Marin,1967,1977,F-G,6-7,200.0,"October 12, 1944",Duke University,/players/m/marinja01.html,10,849.0,0.0,29.0,6.0,12.8,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.4,0.843,0.9,2.3,5.2,2.1,0.5,0.2,0.0,2.8,14.8,4,2.0,0.0
2938,Shawn Marion,2000,2015,F,6-7,220.0,"May 7, 1978","University of Nevada, Las Vegas",/players/m/mariosh01.html,15,1163.0,1062.0,34.5,6.3,12.9,0.484,0.7,2.1,0.331,5.6,10.9,0.513,0.51,2.0,2.5,0.81,2.3,6.3,8.7,1.9,1.5,1.1,1.5,2.2,15.2,5,4.0,0.0
2939,Boban Marjanovic,2016,2018,C,7-3,290.0,"August 15, 1988",0,/players/m/marjabo01.html,2,128.0,5.0,8.9,2.0,3.5,0.564,0.0,0.0,0.0,2.0,3.5,0.564,0.564,1.6,2.1,0.784,1.3,2.4,3.7,0.4,0.2,0.4,0.6,1.0,5.6,3,0.0,0.0
2940,Lauri Markkanen,2018,2018,F-C,7-0,230.0,"May 22, 1997",University of Arizona,/players/m/markkla01.html,0,68.0,68.0,29.7,5.5,12.7,0.434,2.1,5.9,0.362,3.4,6.8,0.497,0.518,2.1,2.4,0.843,1.2,6.3,7.5,1.2,0.6,0.6,1.2,1.5,15.2,1,0.0,0.0
2941,Damir Markota,2007,2007,C,6-10,225.0,"December 26, 1985",0,/players/m/markoda01.html,0,30.0,0.0,5.7,0.6,1.7,0.365,0.2,0.5,0.375,0.4,1.2,0.361,0.423,0.2,0.4,0.636,0.4,0.7,1.0,0.2,0.1,0.0,0.5,0.7,1.7,1,0.0,0.0
2942,Sean Marks,1999,2011,F-C,6-10,250.0,"August 23, 1975",University of California,/players/m/marksse01.html,12,230.0,11.0,9.9,1.1,2.5,0.448,0.0,0.1,0.2,1.1,2.4,0.459,0.452,0.5,0.8,0.665,0.7,1.5,2.2,0.2,0.1,0.4,0.5,1.5,2.8,6,0.0,0.0
2943,Harvey Marlatt,1971,1973,G,6-3,185.0,"August 26, 1948",Eastern Michigan University,/players/m/marlaha01.html,2,61.0,0.0,12.2,1.4,3.8,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.85,0.0,0.0,1.4,1.5,0.0,0.0,0.0,1.5,3.7,1,0.0,0.0
2944,Jim Marsh,1972,1972,F,6-7,215.0,"April 26, 1946",University of Southern California,/players/m/marshji01.html,0,39.0,0.0,9.6,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.5,0.695,0.0,0.0,2.2,0.8,0.0,0.0,0.0,1.3,3.1,1,0.0,0.0
2945,Ricky Marsh,1978,1978,G,6-3,200.0,"March 10, 1954",Manhattan College,/players/m/marshri01.html,0,60.0,0.0,14.2,2.1,4.8,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.697,0.3,1.0,1.3,1.5,0.5,0.3,0.8,1.9,4.5,1,0.0,0.0
2946,Donny Marshall,1996,2003,F,6-7,230.0,"July 17, 1972",University of Connecticut,/players/m/marshdo02.html,7,119.0,0.0,7.7,0.7,2.3,0.321,0.4,1.1,0.336,0.4,1.2,0.308,0.399,0.6,0.9,0.681,0.3,0.7,1.0,0.3,0.3,0.0,0.4,0.9,2.5,2,0.0,0.0
2947,Donyell Marshall,1995,2009,F,6-9,218.0,"May 18, 1973",University of Connecticut,/players/m/marshdo01.html,14,957.0,422.0,26.2,4.3,9.8,0.435,0.9,2.7,0.35,3.3,7.1,0.468,0.483,1.7,2.3,0.731,2.0,4.7,6.7,1.4,0.8,0.9,1.4,2.3,11.2,8,0.0,0.0
2948,Kendall Marshall,2013,2016,G,6-4,200.0,"August 19, 1991",University of North Carolina,/players/m/marshke01.html,3,160.0,57.0,19.3,2.0,4.9,0.399,0.8,2.2,0.37,1.2,2.8,0.422,0.48,0.3,0.5,0.611,0.1,1.4,1.6,4.9,0.7,0.1,1.8,1.1,5.0,4,0.0,0.0
2949,Rawle Marshall,2006,2007,G-F,6-9,190.0,"February 20, 1982","Ball State University, Oakland University",/players/m/marshra01.html,1,63.0,11.0,9.6,0.9,2.4,0.376,0.1,0.3,0.238,0.8,2.0,0.398,0.393,0.8,1.2,0.716,0.3,0.7,1.0,0.4,0.3,0.2,0.5,0.6,2.7,2,0.0,0.0
2950,Tom Marshall,1955,1959,F-G,6-4,215.0,"January 6, 1931",Western Kentucky University,/players/m/marshto01.html,4,168.0,0.0,15.4,2.1,5.4,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.709,0.0,0.0,2.9,1.1,0.0,0.0,0.0,1.2,5.7,3,0.0,0.0
2951,Vester Marshall,1974,1974,F,6-7,200.0,"December 22, 1948",University of Oklahoma,/players/m/marshve01.html,0,13.0,0.0,13.4,0.5,2.2,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.429,1.1,1.8,2.8,0.3,0.3,0.2,0.0,1.5,1.3,1,0.0,0.0
2952,Bill Martin,1986,1988,F,6-7,205.0,"August 16, 1962",Georgetown University,/players/m/martibi01.html,2,84.0,0.0,10.2,2.0,4.5,0.449,0.0,0.1,0.0,2.0,4.3,0.46,0.449,0.7,0.9,0.813,0.6,1.0,1.6,0.7,0.4,0.1,0.9,1.5,4.7,3,0.0,0.0
2953,Bob Martin,1994,1995,C,7-0,250.0,"October 7, 1969",University of Minnesota,/players/m/martibo01.html,1,54.0,1.0,10.2,0.8,1.7,0.441,0.0,0.0,0.0,0.8,1.7,0.441,0.441,0.6,0.9,0.608,0.7,1.5,2.2,0.3,0.1,0.6,0.5,2.0,2.1,1,0.0,0.0
2954,Brian Martin,1986,1986,F,6-9,212.0,"August 18, 1962",University of Kansas,/players/m/martibr01.html,0,8.0,0.0,2.6,0.4,0.9,0.429,0.0,0.0,0.0,0.4,0.9,0.429,0.429,0.0,0.3,0.0,0.1,0.4,0.5,0.0,0.0,0.1,0.3,0.9,0.8,2,0.0,0.0
2955,Cartier Martin,2009,2015,F,6-7,220.0,"November 20, 1984",Kansas State University,/players/m/martica01.html,6,243.0,15.0,13.8,1.8,4.5,0.392,0.9,2.4,0.372,0.9,2.1,0.414,0.491,0.6,0.9,0.729,0.4,1.5,1.9,0.5,0.4,0.1,0.5,1.3,5.1,6,0.0,0.0
2956,Cuonzo Martin,1996,1997,G-F,6-5,213.0,"September 23, 1971",Purdue University,/players/m/marticu01.html,1,7.0,0.0,4.6,0.4,1.7,0.25,0.4,0.7,0.6,0.0,1.0,0.0,0.375,0.0,0.3,0.0,0.3,0.1,0.4,0.4,0.1,0.0,0.3,0.3,1.3,2,0.0,0.0
2957,Darrick Martin,1995,2008,G,5-11,170.0,"March 6, 1971","University of California, Los Angeles",/players/m/martida01.html,13,514.0,178.0,17.8,2.3,6.0,0.382,0.7,2.0,0.34,1.6,4.0,0.402,0.438,1.6,1.9,0.843,0.2,0.9,1.1,2.9,0.7,0.0,1.2,1.7,6.9,6,0.0,0.0
2958,Dino Martin,1947,1948,G,5-8,160.0,"May 25, 1920",Georgetown University,/players/m/martidi01.html,1,92.0,0.0,0.0,3.9,13.2,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.0,0.638,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.3,9.1,1,0.0,0.0
2959,Don Martin,1947,1949,C-F,6-7,210.0,"February 7, 1920",Central Missouri State University,/players/m/martido01.html,2,137.0,0.0,0.0,1.3,4.6,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.523,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.8,3.0,1,0.0,0.0
2960,Fernando Martin,1987,1987,C,6-9,220.0,"March 25, 1962",0,/players/m/martife01.html,0,24.0,0.0,6.1,0.4,1.3,0.29,0.0,0.0,0.0,0.4,1.3,0.3,0.29,0.2,0.5,0.364,0.3,0.8,1.2,0.4,0.3,0.0,0.8,1.0,0.9,1,0.0,0.0
2961,Jarell Martin,2016,2018,F,6-10,239.0,"May 24, 1994",Louisiana State University,/players/m/martija01.html,2,142.0,39.0,18.3,2.3,5.4,0.436,0.3,0.9,0.344,2.0,4.5,0.455,0.465,1.2,1.6,0.763,1.3,2.7,4.0,0.7,0.5,0.5,0.9,2.5,6.2,1,0.0,0.0
2962,Jeff Martin,1990,1991,G,6-5,195.0,"January 14, 1967",Murray State University,/players/m/martije01.html,1,143.0,49.0,18.8,2.7,6.4,0.417,0.2,0.7,0.282,2.5,5.7,0.434,0.433,1.1,1.6,0.694,0.9,1.1,2.0,0.8,0.5,0.3,0.7,1.4,6.7,1,0.0,0.0
2963,Kenyon Martin,2001,2015,F,6-9,234.0,"December 30, 1977",University of Cincinnati,/players/m/martike01.html,14,757.0,667.0,30.6,5.1,10.6,0.483,0.1,0.4,0.234,5.0,10.2,0.492,0.487,2.0,3.2,0.629,1.7,5.1,6.8,1.9,1.2,1.1,1.7,3.3,12.3,5,1.0,0.0
2964,Kevin Martin,2005,2016,G,6-7,199.0,"February 1, 1983",Western Carolina University,/players/m/martike02.html,11,714.0,504.0,30.2,5.4,12.3,0.437,1.6,4.2,0.384,3.8,8.2,0.464,0.502,5.0,5.7,0.87,0.6,2.6,3.2,1.9,0.9,0.1,1.7,1.9,17.4,5,0.0,0.0
2965,LaRue Martin,1973,1976,C,6-11,208.0,"March 30, 1950",Loyola University of Chicago,/players/m/martila01.html,3,271.0,0.0,14.0,2.2,5.2,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,0.685,1.4,3.2,4.6,0.7,0.2,0.5,0.0,2.3,5.3,1,0.0,0.0
2966,Maurice Martin,1987,1988,F-G,6-6,200.0,"July 2, 1964",Saint Joseph's University,/players/m/martima01.html,1,69.0,0.0,6.1,1.1,2.8,0.378,0.1,0.3,0.211,1.0,2.6,0.395,0.388,0.8,1.3,0.598,0.4,0.6,0.9,0.7,0.3,0.1,0.6,1.0,3.0,1,0.0,0.0
2967,Phil Martin,1955,1955,G,6-3,190.0,"April 2, 1928",University of Toledo,/players/m/martiph01.html,0,7.0,0.0,6.7,0.7,2.7,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.0,1.4,0.9,0.0,0.0,0.0,1.0,1.7,1,0.0,0.0
2968,Whitey Martin,1962,1962,G,6-2,185.0,"April 11, 1939",St. Bonaventure University,/players/m/martiwh01.html,0,66.0,0.0,15.4,1.4,4.4,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.673,0.0,0.0,2.4,1.7,0.0,0.0,0.0,2.4,3.4,1,0.0,0.0
2969,Jamal Mashburn,1994,2004,F,6-8,240.0,"November 29, 1972",University of Kentucky,/players/m/mashbja01.html,10,611.0,584.0,37.3,7.0,16.7,0.418,1.3,3.6,0.345,5.7,13.1,0.439,0.456,3.8,5.0,0.766,1.1,4.2,5.4,4.0,1.0,0.2,2.6,2.5,19.1,4,1.0,0.0
2970,Al Masino,1953,1954,G,5-10,174.0,"February 5, 1928",Canisius College,/players/m/masinal01.html,1,99.0,0.0,19.7,1.6,4.7,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.6,0.625,0.0,0.0,2.1,1.8,0.0,0.0,0.0,3.0,4.8,3,0.0,0.0
2971,Anthony Mason,1990,2003,F,6-7,250.0,"December 14, 1966",Tennessee State University,/players/m/masonan01.html,13,882.0,559.0,34.7,4.1,8.0,0.509,0.0,0.0,0.167,4.1,8.0,0.51,0.51,2.8,4.0,0.709,2.2,6.1,8.3,3.4,0.7,0.3,1.8,2.7,10.9,6,1.0,0.0
2972,Desmond Mason,2001,2010,F,6-7,224.0,"October 11, 1977",Oklahoma State University,/players/m/masonde01.html,9,643.0,385.0,30.5,4.6,10.2,0.449,0.1,0.4,0.26,4.5,9.8,0.456,0.454,2.9,3.9,0.74,1.3,3.2,4.5,1.6,0.7,0.4,1.6,2.2,12.1,5,0.0,0.0
2973,Frank Mason,2018,2018,G,6-0,189.0,"April 3, 1994",University of Kansas,/players/m/masonfr01.html,0,52.0,2.0,18.9,2.8,7.3,0.379,0.6,1.7,0.36,2.2,5.7,0.384,0.42,1.8,2.2,0.817,0.6,1.9,2.5,2.8,0.7,0.2,1.3,1.4,7.9,1,0.0,0.0
2974,Roger Mason,2003,2014,G,6-5,200.0,"September 10, 1980",University of Virginia,/players/m/masonro01.html,11,518.0,103.0,17.7,2.3,5.7,0.408,1.1,3.0,0.383,1.2,2.7,0.435,0.509,0.6,0.7,0.866,0.2,1.6,1.7,1.3,0.4,0.1,0.7,1.4,6.3,7,0.0,0.0
2975,Tony Massenburg,1991,2005,F,6-9,220.0,"July 31, 1967",University of Maryland,/players/m/masseto01.html,14,683.0,233.0,18.0,2.4,5.1,0.47,0.0,0.0,0.091,2.4,5.1,0.471,0.47,1.4,2.0,0.705,1.5,2.8,4.3,0.4,0.4,0.5,1.0,2.4,6.2,13,0.0,0.0
2976,Eddie Mast,1971,1973,F-C,6-9,220.0,"October 3, 1948",Temple University,/players/m/masted01.html,2,112.0,0.0,7.9,1.0,2.6,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.604,0.0,0.0,2.4,0.5,0.0,0.0,0.0,1.0,2.5,2,0.0,0.0
2977,Mangok Mathiang,2018,2018,C-F,6-10,230.0,"October 8, 1992",University of Louisville,/players/m/mathima01.html,0,4.0,0.0,5.0,1.0,1.8,0.571,0.0,0.0,0.0,1.0,1.8,0.571,0.571,0.0,0.3,0.0,0.8,1.8,2.5,0.0,0.3,0.0,0.0,1.3,2.0,1,0.0,0.0
2978,Johnny Mathis,1968,1968,F,6-6,220.0,"July 14, 1943",Savannah State University,/players/m/mathijo01.html,0,51.0,0.0,12.9,1.4,3.6,0.371,0.0,0.0,0.0,1.4,3.6,0.375,0.371,0.7,1.1,0.636,0.0,0.0,3.8,0.5,0.0,0.0,0.8,2.0,3.4,1,0.0,0.0
2979,Wes Matthews,1981,1990,G,6-1,170.0,"August 24, 1959",University of Wisconsin,/players/m/matthwe01.html,9,465.0,102.0,20.0,3.1,6.6,0.478,0.1,0.3,0.225,3.1,6.2,0.492,0.484,1.5,1.9,0.788,0.4,1.0,1.3,4.2,1.0,0.2,2.1,2.1,7.9,6,0.0,0.0
2980,Wesley Matthews,2010,2018,G,6-5,220.0,"October 14, 1986",Marquette University,/players/m/matthwe02.html,8,655.0,594.0,32.8,4.7,11.1,0.427,2.1,5.6,0.383,2.6,5.5,0.472,0.524,2.2,2.7,0.827,0.5,2.6,3.2,2.2,1.1,0.2,1.3,2.2,13.8,3,0.0,0.0
2981,Ariel Maughan,1947,1951,F,6-4,190.0,"February 23, 1923",Utah State University,/players/m/maughar01.html,4,259.0,0.0,0.0,2.9,10.3,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.0,0.712,0.0,0.0,4.0,1.2,0.0,0.0,0.0,2.6,7.9,4,0.0,0.0
2982,Marlon Maxey,1993,1994,F,6-8,250.0,"February 19, 1969","University of Minnesota, University of Texas at El Paso",/players/m/maxeyma01.html,1,98.0,5.0,11.7,1.9,3.4,0.542,0.0,0.0,0.0,1.9,3.4,0.547,0.542,1.2,1.7,0.685,1.4,2.3,3.7,0.2,0.3,0.5,0.8,1.9,4.9,1,0.0,0.0
2983,Jason Maxiell,2006,2015,F,6-7,260.0,"February 18, 1983",University of Cincinnati,/players/m/maxieja01.html,9,618.0,188.0,18.4,2.3,4.6,0.495,0.0,0.0,0.0,2.3,4.6,0.496,0.495,1.1,2.0,0.564,1.7,2.5,4.2,0.4,0.4,0.8,0.8,1.9,5.6,3,0.0,0.0
2984,Cedric Maxwell,1978,1988,F,6-8,205.0,"November 21, 1955",University of North Carolina at Charlotte,/players/m/maxwece01.html,10,835.0,537.0,28.5,4.1,7.5,0.546,0.0,0.0,0.053,4.1,7.5,0.547,0.546,4.3,5.5,0.784,2.5,3.8,6.3,2.2,0.8,0.5,2.2,2.7,12.5,3,0.0,0.0
2985,Vernon Maxwell,1989,2001,G,6-4,180.0,"September 12, 1965",University of Florida,/players/m/maxweve01.html,12,855.0,497.0,28.4,4.6,11.6,0.398,1.5,4.6,0.32,3.1,7.0,0.45,0.462,2.1,2.9,0.733,0.4,2.1,2.6,3.4,1.1,0.2,1.9,2.1,12.8,8,0.0,0.0
2986,Don May,1969,1975,F,6-4,200.0,"January 3, 1946",University of Dayton,/players/m/maydo01.html,6,379.0,0.0,17.5,3.6,7.9,0.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.1,0.798,0.3,1.4,3.5,1.0,0.3,0.1,0.0,2.0,8.8,5,0.0,0.0
2987,Scott May,1977,1983,F,6-7,215.0,"March 19, 1954",Indiana University,/players/m/maysc01.html,6,355.0,8.0,22.6,4.0,8.7,0.462,0.0,0.0,0.0,4.0,8.7,0.463,0.462,2.3,2.9,0.811,1.4,2.7,4.1,1.7,0.8,0.1,1.5,2.2,10.4,3,0.0,0.0
2988,Sean May,2006,2010,F,6-9,266.0,"April 4, 1984",University of North Carolina,/players/m/mayse01.html,4,119.0,25.0,15.7,2.7,5.9,0.458,0.0,0.1,0.231,2.7,5.8,0.462,0.46,1.4,1.9,0.746,1.3,2.7,4.0,1.0,0.4,0.4,1.1,2.0,6.9,2,0.0,0.0
2989,Lee Mayberry,1993,1999,G,6-1,172.0,"June 12, 1970",University of Arkansas,/players/m/maybele01.html,6,496.0,150.0,20.8,1.9,4.6,0.415,0.8,2.0,0.377,1.2,2.6,0.446,0.498,0.5,0.8,0.659,0.3,1.0,1.3,3.6,0.7,0.1,1.2,1.7,5.1,2,0.0,0.0
2990,Clyde Mayes,1976,1977,F,6-8,225.0,"March 17, 1953",Furman University,/players/m/mayescl01.html,1,74.0,0.0,13.5,1.6,3.6,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,0.567,1.4,2.3,3.8,0.5,0.1,0.6,0.0,2.2,4.0,4,0.0,0.0
2991,Tharon Mayes,1992,1992,G,6-3,175.0,"September 9, 1968",Florida State University,/players/m/mayesth01.html,0,24.0,0.0,10.6,1.3,4.1,0.303,0.6,1.7,0.366,0.6,2.4,0.259,0.379,1.0,1.5,0.667,0.1,0.5,0.7,1.5,0.7,0.1,1.3,1.7,4.1,2,0.0,0.0
2992,Bill Mayfield,1981,1981,F,6-7,205.0,"October 17, 1957",University of Iowa,/players/m/mayfibi01.html,0,7.0,0.0,7.7,1.1,2.6,0.444,0.0,0.0,0.0,1.1,2.6,0.444,0.444,0.1,0.3,0.5,1.0,0.3,1.3,0.1,0.0,0.1,0.4,1.1,2.4,1,0.0,0.0
2993,Ken Mayfield,1976,1976,G,6-2,185.0,"May 11, 1948",Tuskegee University,/players/m/mayfike01.html,0,13.0,0.0,4.9,1.3,3.5,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.1,0.5,0.6,0.3,0.0,0.0,0.0,1.4,2.8,1,0.0,0.0
2994,Eric Maynor,2010,2014,G,6-3,175.0,"June 11, 1987",Virginia Commonwealth University,/players/m/maynoer01.html,4,267.0,2.0,14.6,1.6,4.2,0.392,0.4,1.2,0.35,1.2,3.0,0.409,0.442,0.6,0.8,0.721,0.3,1.1,1.3,2.8,0.4,0.1,1.1,1.1,4.3,5,0.0,0.0
2995,O.J. Mayo,2009,2016,G,6-5,210.0,"November 5, 1987",University of Southern California,/players/m/mayooj01.html,7,547.0,325.0,30.9,5.1,12.0,0.429,1.6,4.2,0.373,3.6,7.8,0.459,0.494,2.0,2.5,0.82,0.5,2.6,3.1,2.9,1.0,0.3,2.1,2.3,13.8,3,0.0,0.0
2996,Travis Mays,1991,1993,G,6-2,190.0,"June 19, 1968",University of Texas at Austin,/players/m/maystr01.html,2,115.0,64.0,25.8,3.7,9.1,0.41,0.9,2.5,0.362,2.8,6.6,0.428,0.459,2.7,3.6,0.749,0.7,1.4,2.0,2.8,0.9,0.1,1.9,2.0,11.1,2,0.0,0.0
2997,Matt Mazza,1950,1950,F,6-3,210.0,"September 23, 1923",Michigan State University,/players/m/mazzama01.html,0,26.0,0.0,0.0,1.3,4.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.7,0.711,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.3,3.8,1,0.0,0.0
2998,Luc Mbah a Moute,2009,2018,F,6-8,230.0,"September 9, 1986","University of California, Los Angeles",/players/m/mbahalu01.html,9,682.0,453.0,23.4,2.5,5.4,0.455,0.3,0.9,0.336,2.2,4.5,0.478,0.482,1.2,1.8,0.661,1.4,2.7,4.1,0.9,0.9,0.4,0.9,1.8,6.4,6,0.0,0.0
2999,James Michael McAdoo,2015,2018,F,6-9,230.0,"January 4, 1993",University of North Carolina,/players/m/mcadoja01.html,3,111.0,3.0,7.9,1.2,2.3,0.528,0.0,0.2,0.294,1.2,2.1,0.545,0.538,0.6,1.1,0.534,0.7,1.0,1.7,0.3,0.3,0.4,0.4,1.0,3.0,2,0.0,0.0
3000,Ken McBride,1955,1955,G-F,6-3,190.0,0,University of Maryland Eastern Shore,/players/m/mcbrike01.html,0,12.0,0.0,20.8,4.0,12.3,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.4,0.724,0.0,0.0,2.6,1.2,0.0,0.0,0.0,2.6,9.8,1,0.0,0.0
3001,Ray McCallum,2014,2016,G,6-3,190.0,"June 12, 1991",University of Detroit Mercy,/players/m/mccalra01.html,2,154.0,46.0,18.2,2.4,5.9,0.408,0.5,1.4,0.335,2.0,4.6,0.43,0.447,0.7,0.9,0.711,0.5,1.5,2.0,2.4,0.5,0.2,1.0,1.2,6.0,3,0.0,0.0
3002,Bob McCann,1990,1998,F,6-6,244.0,"April 22, 1964","Upsala College, Morehead State University",/players/m/mccanbo01.html,8,178.0,7.0,13.4,1.7,3.5,0.479,0.0,0.0,0.2,1.7,3.4,0.481,0.48,0.8,1.4,0.577,0.9,1.8,2.6,0.6,0.4,0.4,0.8,2.0,4.2,5,0.0,0.0
